id,title,release_date,popularity,vote_average,vote_count,overview
37665,Wake,2009-02-25,0.959561,4.9,17.0,"When things get tough for offbeat Carys Reitman, she does what any emotionally isolated, modern girl would do - she goes to strangers' funerals..."
80027,Kings of the Sun,1963-12-18,0.443636,5.1,12.0,"In order to flee from powerful enemies, young Mayan king Balam leads his people north across the Gulf of Mexico to the coast of what will become the United States. They build a home in the new land but come into conflict with a tribe of Native Americans led by their chief, Black Eagle, while both Balam and Black Eagle fall in love the beautiful Mayan princess Ixchel."
25738,He Ran All The Way,1951-06-19,2.024833,6.3,10.0,A crook on the run hides out in an innocent girl's apartment.
39834,Violent Saturday,1955-04-01,1.21996,6.7,15.0,"Three men case a small town very carefully, with plans to rob the bank on the upcoming Saturday, which turns violent and deadly."
49444,Kung Fu Panda 2,2011-05-25,11.481921,6.7,1925.0,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed."
34184,The Burglars,1971-10-31,1.409302,6.5,7.0,"In Athens a collection of emeralds is successfully stolen by a team of robbers, led by safe-cracker Azad. Things go smoothly until they miss the ship by which they planned their escape; a police chief pursues Azad while he waits for the next ship to set off."
100420,Gabriel Over the White House,1933-03-31,1.089754,5.9,6.0,A political hack becomes President during the height of the Depression and undergoes a metamorphosis into an incorruptible statesman after a near-fatal accident.
44443,Lynch,2007-01-01,0.334601,4.0,1.0,"A film that gives us a rare glimpse into the mind of the man who created films such as Eraserhead, Mulholland Drive, Blue Velvet, Twin Peaks Fire Walk With Me, Wild At Heart, The Elephant Man and more..."
49538,X-Men: First Class,2011-05-24,0.738633,7.1,5252.0,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known."
49020,Submarine,2011-03-18,7.346099,7.4,452.0,"15-year-old deep-thinking Welsh schoolboy, Oliver Tate (Craig Roberts) struggles to initiate and maintain a relationship with Jordana (Yasmin Paige), his devilish, dark-haired classmate at their Swansea high school.  As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana."
50507,Crazy Safari,1991-07-05,1.749808,4.8,9.0,"Two guys, one of them a magician, are transporting an ancient chinese vampire who can only be controlled by a series of yellow tapes, and is the ancestor of the other guy. On the way, while flying over Africa, their plane stalls. And of all places, where do they land? That's right, in the village of the tribe of ""The Gods Must Be Crazy""."
43497,Tonight and Every Night,1945-01-09,0.257605,3.1,4.0,An American girl falls for an RAF pilot while performing at a British music hall.
38417,The Thief,1952-10-15,0.905746,5.8,9.0,"1952 black and white Cold War spy film, entirely without dialog"
104439,Raffles,1930-07-24,1.507843,4.8,4.0,"A distinguished English gentleman has a secret life--he is the notorious jewel thief the press has dubbed ""The Amateur Cracksman"". When he meets a woman and falls in love he decides to ""retire"" from that life, but an old friend comes to him with a predicament that entails him committing one last job."
120977,The Dark Angel,1935-09-08,0.11704,7.0,1.0,"Kitty Vane, Alan Trent, and Gerald Shannon have been inseparable friends since childhood. Kitty has always known she would marry one of them, but has waited until the beginning of World War I before finally choosing Alan. Gerald graciously gives them his blessing. Then, Gerald and Alan go to war. Angered over a misunderstanding involving Alan and Kitty, Gerald sends Alan on a dangerous mission that will change all their lives forever."
43489,Brewster's Millions,1945-04-07,0.810032,5.2,5.0,"Monty Brewster is a pennyless, former U.S. Army soldier back from World War II Europe who learns that he has inherited $8 million from a distant relative. But there's a catch: he must spend $1 million of that money in less than two months before his 30th birthday in order to inherit the rest."
102541,The Patent Leather Kid,1927-09-01,0.001402,0.0,0.0,"The Patent Leather Kid is a 1927 silent film which tells the story of a boxer who scoffs at fighting outside the ring... particularly for the United States once it enters World War I. Eventually, he is drafted, is shipped overseas, and performs a heroic act, which results in his being severely wounded."
65289,A Nightmare in Las Cruces,2011-05-05,0.059294,6.0,1.0,"In winter 1990, a friendly bowling match turned into a deadly nightmare when a pair of robbers walked into the Las Cruces, New Mexico, lanes, emptied the safe and then shot the bowlers. This documentary takes a close look at the still-unsolved case."
52505,The Other Woman,2010-10-28,6.212898,6.0,131.0,"Emilia, a law-school graduate, falls in love with her married boss, Jack. After Emilia marries Jack, her happiness turns unexpectedly to grief following the death of her infant daughter. Devastated, Emilia nonetheless carries on, attempting to forge a connection with her stepson William and to resist the interference of Jack's jealous ex-wife."
78526,The Last Dispatch,2005-07-29,0.002368,0.0,0.0,"This feature documentary chronicles the last days of Dispatch, quite possibly the biggest band that never signed with a record label. In a time of upheaval in the music industry, their do-it-yourself style started a grassroots fan phenomenon that is changing the way indie bands (and record labels) do business. The band's final concert, ""The Last Dispatch"" drew 110,000 fans from every U.S. state and 20 foreign countries for one last free show in Boston in July of 2004."
25541,Brotherhood,2009-10-21,2.587911,7.1,21.0,"Former Danish servicemen Lars and Jimmy are thrown together while training in a neo-Nazi group. Moving from hostility through grudging admiration to friendship and finally passion, events take a darker turn when their illicit relationship is uncovered."
70862,American Grindhouse,2010-03-13,9.201047,6.8,20.0,This documentary explores the hidden history of the American Exploitation Film. The movie digs deep into this often overlooked category of U.S. cinema and unearths the shameless and occasionally shocking origins of this popular entertainment.
102384,Two Arabian Knights,1927-09-23,0.38981,0.0,0.0,"Director Lewis Milestone's 1927 comedy follows the exploits of two American soldiers during WWI. Starring William Boyd, Mary Astor and Louis Wolheim."
48996,Den enskilde medborgaren,2006-01-09,0.105024,4.5,2.0,"Insurance Director Stig Roxby is worth a hundred times more than an ordinary high school teacher. But he doesn't think that's enough, but sees himself forced to work with four other director colleagues to lift the bonus cap to be even more valuable. After some complications, Stig Roxby realize the brutal truth: he has everything but the essentials..."
21616,Captive,2004-03-20,0.783709,7.7,7.0,"Cristina's life is thrown into turmoil when she is suddenly escorted from her strict Catholic school in Buenos Aires and told that she is really Sofía Lombardi, the daughter of activists who disappeared in the '70s. Questioning everything she once thought true, Cristina embarks on a journey to find her true identity. Meeting others like herself, the young girl soon discovers the real-life horrors of Argentina's relatively recent past and the nightmare that claimed tens of thousands of lives during the country's ""dirty war."""
